summary,ID,label
rt undemocratic party dnc chair says superdelegates ensure elites don’,698607461079585024,CTI-Negative
you kill one cat or dog and it’s cruelty you kill millions of these gentle animals and it,715594746769576064,CTI-Negative
tjson typed securityoriented version of json,793863289625255936,CTI-Positive
assistive tech showcased by google facebook for differentlyabled in india,707082204640227328,CTI-Negative
'RT appropriate response vows army to Pakistan barbarism ',792164182938361984,CTI-Negative
'RT 2016',682819350907112960,CTI-Negative
'a musthave for yr summer or fall reading listsexy funny wild novel,772587133517206016,CTI-Negative
'when you travel to these places don't come back without trying the local drink',779235157349835008,CTI-Negative
gentleteblor comments on ten rules for negotiating a job offer http news,759977012446498816,CTI-Negative
'extreme slow motion of a 50foot flamethrower is as badass,718027075936985088,CTI-Negative
'breaking' brazils expresident lula detained in corruption probe,705798749734309888,CTI-Negative
'thanks for the RT last week have a great saturday',792444971345260544,CTI-Negative
all happened in the span of the last 10 minutes of class,780887739780637056,CTI-Negative
german car makers are getting hyped about hydrogen,689116885351182336,CTI-Negative
granny lmfao,739832864276131968,CTI-Negative
'the black history deception' httpstco9hUHBOJdxP,795100105703506048,CTI-Negative
'Please can you DM us with the reservation number so we can look into this Elaine,785903071566193024,CTI-Negative
Cloudyn The 2016 Conference Season 7 Cloud Events You Should Know About,734695675741376512,CTI-Negative
'we couldn't help further on this occasion',711107531242868992,CTI-Negative
Until victory always Ernesto che Guevara,762410713101046016,CTI-Negative
new obstacles await us stocks as the Dow hits 19000,801223696904049024,CTI-Negative
the FAA relaxes some rules for commercial drone pilots,716355534052585472,CTI-Negative
iswordpress free http ifttt1sujryb,725649682085588992,CTI-Negative
hacker attacks baton rouge cops in retaliation for killing alton sterling,751283188509515776,CTI-Positive
'pogba is a joke',752802647925747968,CTI-Negative
puranjay comments on Lyft losing as much as 50M a month president confirm,753485853721300992,CTI-Negative
nessus phpviewsingleid 94603 ... nessus,795721263251537920,CTI-Negative
bad security habits persist despite rising awareness,778936286358933504,CTI-Positive
http://stcoVA9pRDJcgs,722958187532423040,CTI-Negative
'Temp 26°C Feels Like 02°C Wind 20 mph NE Rain today,796064774236868992,CTI-Negative
tan gibson feeling it early,800183357615128064,CTI-Negative
rebranding its 2016 galaxy tab s2 tablets,759364491792388096,CTI-Negative
'Cyber Adversary Characterization Auditing the Hacker Mind',763855978404216832,CTI-Positive
securityfocus vuln openssl cve20160797 multiple integer overflow vulnerabilities,793567429368569856,CTI-Positive
0x02 understanding process memory win32 via rnetsec,715361922359631872,CTI-Negative
'RT gruntled is jokingly used for satisfied but to grunt,802491624894893952,CTI-Negative
cuba 51st us state,803244568388963968,CTI-Negative
'the weirdest encounter ever',772152327084072960,CTI-Negative
NETGEAR Router injection vulnerability beta and production releases available,811359624456732672,CTI-Positive
'what if this turned into the greatest mountaineer weekend of all time ',805156050878008960,CTI-Negative
'its interesting for me to read about how china tech companies are doing because the landscape isn,798748826693603328,CTI-Negative
bengaluru ibm techie found murdered in her apartment,690079393465680000,CTI-Negative
'Boom Aircraft - Can Boom bring back supersonic flight without the astronom,712243404659253248,CTI-Negative
'low cve20165621 oracle flexcube universal banking,791659039369199616,CTI-Positive
lo appreciation tweet for keeping me sane,717598704832749952,CTI-Negative
'scorpio in love truly madly deeply',733430045461597952,CTI-Negative
i just went and sat on the toilet and it was all wet i just,802341963877990016,CTI-Negative
danm,812141870612673024,CTI-Negative
amazon raspberry pi – amazon reveals how to make your own alexa powered echo,714093204178505728,CTI-Negative
former us official visits taiwan sparking speculation,806144358944738944,CTI-Negative
'i am the resistance',810444061819571968,CTI-Negative
privacy issues hit all branches of government at once,709850435876552704,CTI-Positive
here is a glimpse of Maha Saptami the seventh day of navratri in,785072203901510016,CTI-Negative
yes story is a lie,707024385601835008,CTI-Negative
stray dog decides to join 155 mile race,761256415587474944,CTI-Negative
new watch faces come to gear s2 classic rose gold platinum,692322463783346176,CTI-Negative
'How many more questions do you want prof obamabot,764192684424647040,CTI-Negative
'may be but if you focus on movement upgrades you'll have your old set pretty,724082120658963968,CTI-Negative
need insane amounts of coffee this morning,730754064124915968,CTI-Negative
hoe in peace,708384124218777984,CTI-Negative
are you taking a break and watching the rugby,711308848611647488,CTI-Negative
7 reasons why feds want iphone encryption cracked,705752341757059072,CTI-Positive
you heading to the studio this weekend record your next hit to a conscious beat,756680095541047040,CTI-Negative
the top 17 security predictions for 2017 http netsecuorgi195f10f10 security,814278794630545408,CTI-Positive
the powder toy http powdertoycouk,696289309134102528,CTI-Negative
'could you take 2 secs to retweet our project thanks,685470211022061568,CTI-Negative
the microsoft cloud spreads to the uk with three allnew data centers,773543711250583552,CTI-Negative
mannequin in store window had a sloppy long jacket over a miss,798698959585821056,CTI-Negative
'when you make a commitment you build hope when you keep it you build trust',811816560327278976,CTI-Negative
awesome app 7 paid iphone apps worth 28 that are all on sale for free right now,687532948514410496,CTI-Negative
malware wasnt sole cause of ukraina power station outage,686335697997836288,CTI-Positive
death toll in italy earthquake rises to over 240,768787977631784960,CTI-Negative
learn active defense countermeasures cyber deception w sec550 at threat hunting summit,807308929625714688,CTI-Positive
ftc releases alert on louisiana flood disaster scams,768386111357931520,CTI-Positive
astarioth drooooool,705117950060023808,CTI-Negative
rt those slippers though she is the all star right there,750549496719928960,CTI-Negative
'Embarrassing Ourselves' - Geoffrey Bennington,713878565562007552,CTI-Negative
DeepMind Challenges for StarCraft http gamasutracomblogs BenWeber,711727031118143488,CTI-Negative
'let me check out this new dolph mixtape ',736324311309377024,CTI-Negative
'Mickey Mouse Club had Mickey Mouse security',759877116179513344,CTI-Positive
are ideas getting harder to find,810839024407576576,CTI-Negative
anyone use an Optical Bay SSD adapter to connect an internal SSD to an R710,694974118035378176,CTI-Negative
carbon storage does not require any costly tree planting or conversi,731941813850759168,CTI-Negative
let's go im 63 and 225 but those models are probably 175,746888378537259008,CTI-Negative
'my favorite video for the rest of the month',805496484405846016,CTI-Negative
yes,769208768999686016,CTI-Negative
'thank you for providing americans with truthful news',796236158359335040,CTI-Negative
blue ice in lake michigan catches photographers’ attention,704575462396137472,CTI-Negative
ransomware infographic,756212539495546880,CTI-Positive
http://www.twitter.com/,739299446849212032,CTI-Negative
Chrome Browser – Google getting close to bringing Material Design to the...,694138661999288320,CTI-Negative
please do not call after 10pm telephone etiquette,798593675387252992,CTI-Negative
autumn service changes from sunday 30 october 2016,790806418966318976,CTI-Negative
gushers fruit roll ups,765947803214372992,CTI-Negative
skills shortage containerization other cloud security concerns,705256794990497792,CTI-Positive
'it news pastalog simple realtime visualization of neural network training performance',717742166693568512,CTI-Negative
Stocks and Commodities published the ChartMill Bear indicator in its FebMarApr,707990915047137024,CTI-Negative
experts share favorite gadgets for glowing healthy skinbeauty health,692243363656045056,CTI-Negative
'peter thiel shows us theres a difference between gay sex and,786957678312624000,CTI-Negative
talktalk fined over 2015 data breach,783917845520478208,CTI-Positive
he has a new girlfriend,797760046604034048,CTI-Negative
'exploiting echo server v3 part1',692837527091150848,CTI-Negative
civic engagement strongly tied to local news habits,794371108837453952,CTI-Negative
these services are still operating where are you waiting,800782474322317056,CTI-Negative
police blur lambs’ faces to protect their identity,730726244547842048,CTI-Positive
poor vikings in general this season,777704958011388032,CTI-Negative
heterogeneous multidimensional cloud security,697216467541086208,CTI-Positive
'and yet the faithful still gather almost cult like in their devotion',784882985057288192,CTI-Negative
britain says breathless claims of genocide were overblown,776534506077560960,CTI-Negative
hybrid osr autumn vigour at thorney,793185671426998016,CTI-Negative
'Lawful Hacking and the Case for a Strategic Approach to 'Going,786607552196775936,CTI-Positive
arts are a critical part of our economy because the arts are the engine that drive our creative economy,738901656461414016,CTI-Negative
what does that entail,775086013219824000,CTI-Negative
cor sues howe same day as preet cooperation announced,766239489253446016,CTI-Negative
all updated information at farmers fingertiphttpstcoMTFdUaXolO,734599065221074944,CTI-Negative
Cold War Communications The Two Koreas Resume Coded Radio Broadcasts http gregoryde,763314636447965184,CTI-Negative
fyi use trello as a helpdesk,783391366764040192,CTI-Negative
are the trump children representing the company or the government in this meeting,809197824189624064,CTI-Negative
we  gabby forever,765406294094283008,CTI-Negative
i refuse to quit i cant settle for less than best,783967556243684992,CTI-Negative
look at the wings on them,769584903675675008,CTI-Negative
researchers add AI to ‘super mario’ bring characters to life,695928100987674624,CTI-Negative
Fox Announces Premiere Dates for The Exorcist TV Series and Scream Queen,743809176053383040,CTI-Negative
amazons new app will see inside your packages,800168210091782144,CTI-Negative
older skyrim mods will work with special edition but theres a catch,745345150788861952,CTI-Negative
zendaya appreciation tweet,683336658218054016,CTI-Negative
freedom of speech until you have exercised your freedom of thought,781886635910762496,CTI-Negative
'text me when yall make it back to the cello ',744301860194902016,CTI-Negative
nice looking yard championship tweets,686632579131249024,CTI-Negative
cwp azzurri bags cloud services contract with nfu mutual,728190286556475392,CTI-Negative
szn shake back,763225606880305024,CTI-Negative
tsunami of malware http bitly1PGep0w infosec,692557924124774400,CTI-Positive
'empire comes on tonight',720371625938534016,CTI-Negative
'because all payments become one payment',807910326607835008,CTI-Negative
ottawa hospital says patient information safe after cyberattack,709091223911456768,CTI-Positive
'frittzbox home broadband routers security frittzed http bitly1,686778989101187072,CTI-Positive
nusli wadia writes to shareholders ahead of eGM,812187578711548032,CTI-Negative
ad companies are the biggest privacy problem today not governments,695266081997504512,CTI-Positive
wells fargo vs chase headtohead comparison read blog http owlerusa,745408463585452032,CTI-Negative
'GalaxyS7 GalaxyS7Edge – I disagree with,709847853582057472,CTI-Negative
icymi 5000 moxa devices on shodan not patchable until,723411072087035904,CTI-Negative
'joes not a conservative never has been nor is he principled if,718081381750808960,CTI-Negative
tomorrow we have a chance to elect truly inspiring and transformative candidates like ...,795805175218717056,CTI-Negative
potato mashing incidents reported by over previous year,755720295294599168,CTI-Positive
gorge in france a team of french daredevils have taken the internet by,798103541839708032,CTI-Negative
Bastards African Kings 14 Portraits by Daniel Laine,808990708447198976,CTI-Negative
serious storage increase from 7740 to 7804 today,723538403963339008,CTI-Negative
niggas aint shit either doe,688008281248416000,CTI-Negative
'Debuggex Visually Debug Regex via NFADFA Construction httpswww,723209696367136768,CTI-Negative
'inside cyber warfare mapping the cyber underworld what people are http bitly1,695764933414424576,CTI-Positive
'The Galaxy Note7 may get the Android 70 Nougat update in two to three months,764391954272493568,CTI-Negative
44 scifi fantasy and geekfriendly movies of 2016,683017885900378112,CTI-Negative
world series scores biggest game 1 audience since 2009,791403001726599168,CTI-Negative
evidence points to another snowden at the nsa,768339334638428160,CTI-Negative
'joomla dvfoldercontent 102 local file disclosure http t,782835089994616832,CTI-Positive
'can yall pleasseeee let jerry dick breathe please,714601508571099008,CTI-Negative
'it's not just madaya break the silence breakthesieges,687565618682424960,CTI-Negative
'goodbye colombia',803971074148994944,CTI-Negative
'Security Weekly 477 Learning Kung Fu By Getting Your Ass Kick,766700729683709952,CTI-Negative
thank you td,753704172810141952,CTI-Negative
dover eliot rd waterside lane,688383071960313984,CTI-Negative
guccifer who hacked former president to be extradited to the us,707171573078200320,CTI-Positive
'maybe contractor or hack or both',768100417872027648,CTI-Positive
'all races hell nah don’t discriminize qavo,776873420768379008,CTI-Negative
thanks for the 1 million views,729617088877208064,CTI-Negative
buttons 3,747441871647997952,CTI-Negative
tpab sweep,699400625935748992,CTI-Negative
i gave a k on benjamin franklin,741995250508402944,CTI-Negative
pink druzy geode agate necklace one of a kind gift idea,793681496259177984,CTI-Negative
cops focus on two stores in brooklyn,753326977621384960,CTI-Negative
TSS ALERTOne or more device parity protected units still not fully operational,769919828551430016,CTI-Negative
Google Docs features – google docs will now let you type edit and format documents with,703231869572108288,CTI-Negative
'Facebook slideshow feature takes on apple memories,747524912244371456,CTI-Negative
Top Machine Learning articles from last week httpwww rightrelevancecomsearcharticle sviewtrend,729744955309211648,CTI-Negative
strongbox bought strongbox behind the crossroads sale,713082461652123648,CTI-Negative
windows 10 informs chrome and firefox users that edge is safer,800795780554653696,CTI-Positive
craving bdubs,694194288025017984,CTI-Negative
i'm skipping catherine because sbf and puzzles,754892794020392960,CTI-Negative
the eight graders are touring at our school,719896874455405056,CTI-Negative
'I liked a video http youtubeOht9AEq1798a How to,741059038616526848,CTI-Negative
theyll learn httpstcoiHTn82S8mn,691411285389484032,CTI-Negative
faraday 200 http ifttt2boCAlO,766068470593228800,CTI-Negative
potato hygiene mashes that lead to potato hygiene rewards,782186054673657856,CTI-Positive
the iucn votes overwhelmingly to end japans socalled scientific,771663229927830016,CTI-Negative
'State Dept spends 16 million on totally ineffective program to dissuade,759688173312016000,CTI-Negative
http bitlyguru RT AgileNews http buffly1Zu8Bqs Drupal,690431567777415168,CTI-Negative
show hn ice a bot that learns and tweets about it,797117275232931840,CTI-Negative
Samsung will kill Galaxy Note 7 on 19 December as update will stop phones,807272691564744960,CTI-Negative
'us sanctions north koreas kim jongun for the first time',750827324229160960,CTI-Negative
a runaway trolley is about to create 5 trolley problems do you pull the lever and divert,768234440518545024,CTI-Negative
Volvo believes China is the route to making driverless cars,717871231710547968,CTI-Negative
'RT 0xa296e3 httpstco7ZdinlJB,764761335464944000,CTI-Negative
UN human rights chief backs apple in encryption row,705787414791327744,CTI-Positive
Elon Musk says Tesla’s bioweapon defense mode ‘is real’,727494800136650752,CTI-Negative
'RT the news would have to mention another option ',753694850948604032,CTI-Negative
i've been told im too ugly to have been raped trust me i,787288045007544064,CTI-Negative
'coercive mind control tactics',719358393966837760,CTI-Negative
'SocialMedia Messenger – Facebook Messenger Coming To Mac Computers PHOTO –,686344857724424192,CTI-Negative
Gautam Gambhir grateful to Yusuf Pathan for his faith,727505981945446016,CTI-Negative
but in the end it never mattered,800191732654702976,CTI-Negative
AER is showing a nice setup don't miss this one,797935347485277952,CTI-Negative
love is power  abhi7 hidden figures  hidden artists,812409004764856064,CTI-Negative
dolby teams with highfive for crisp conferencing audio,728136259764244480,CTI-Negative
do it for the laurent french aesthetic,719552006747222016,CTI-Negative
Despite early estimates china’s carbon emissions may have risen in 2014,715831539033047040,CTI-Negative
guardians of the a galaxy 2 trailer,788779491577454592,CTI-Negative
come to roadhouse tonight and show them this picture so 10 can go to help cute puppies,697080095169597056,CTI-Negative
crimea karro gnulinux avidemux 2613,770952704428535808,CTI-Negative
rt notices a girl is cold here take my pants,723737312216141952,CTI-Negative
deion sanders asks if it was his stepfather who hacked,725863986714006016,CTI-Positive
'I interviewed an incredibly distinguished man refers to himself as the fat controller no ego,756406022827154944,CTI-Negative
what football team are you with,792199495924579968,CTI-Negative
birdman was about to cry on the breakfast club,723501753333879040,CTI-Negative
finfish spyware linked to indonesia found in sydney report,692238434799337472,CTI-Positive
apple straight jacked google docs with no subtlety,773576503892247040,CTI-Negative
chrome update,784467464859951104,CTI-Negative
jon bernthal as punisher is the best marvel casting since robert,711197704328707968,CTI-Negative
google revamps android wear site and makes it more,708322304141316096,CTI-Negative
'please give us a call on 0800 188 881 option 1 so we can,695944634858652032,CTI-Negative
'the meeting that showed me the truth about VCs',762326915541794816,CTI-Negative
'robocop' as a homemade movie makes for a less fancy robot cop,795397082932715520,CTI-Negative
Uber launches its own debit card to get more mexicans riding,789419303988760576,CTI-Negative
missing link mods,806551001742344064,CTI-Negative
cyberexaminer cybersecurity vulnerability WordPress W3 Total Cache Plugin adminphp cross site scripting,778947955827040256,CTI-Positive
rats squalor in va hospitals roaches in food honoring r,737381677190680960,CTI-Negative
wolves without teeth of monsters and men,808989958954504064,CTI-Negative
adobe security bulletin,809123572736200704,CTI-Positive
saying goodbye to my manager was sad,731004750431432960,CTI-Negative
hot late tbt old times memories,713087167254413056,CTI-Negative
kobe bryantday honor to play here for 20 years,768566465574294016,CTI-Negative
19yearold crashes into police car while trying to send a topless Snapchat,792112262588665984,CTI-Negative
rescue me im angel an adult male terrier mix nkla dogs love,805851302911611008,CTI-Negative
'not a fan by any means but think your resignation might have been a little has,753270255439536000,CTI-Negative
didnt they tell you that i was a saaaaavage,701070122522381952,CTI-Negative
dandare comments on the great lightbulb conspiracy 2014 http newsexplodingad,754610588828008448,CTI-Negative
'the time you enjoy wasting is not wasted time',804046851053933056,CTI-Negative
niggas  httpstcoMjA426F7Zb,726087710511890048,CTI-Negative
Oculus expands with plans for new AI research center,690045051305598976,CTI-Negative
'LOL',699356314091266048,CTI-Negative
'python 3 comes to scrapy http ifttt1Qf,695311954009812992,CTI-Negative
'WordPress Plugins could expose online shoppers on Black Friday and Cyber Monday',801326951835332608,CTI-Positive
quine its like ashley madison but its jobs that no one gets through it,720838327495032832,CTI-Negative
'in us getting women into tech is everyones business study cnet http cnet,789073727380033536,CTI-Negative
tweet wrong,759112818301992960,CTI-Negative
china intellectual property theft demands more action,697260506042736640,CTI-Positive
'this dog has a duck for a best friend and they just got adopted together',693188124306845696,CTI-Negative
vuln apache cloud stack cve20166813 authorization bypass vulnerability,791746324131553280,CTI-Positive
“where words fail music speaks”,688028639145885952,CTI-Negative
'iPhone7 iOS – iPhone 7 Leaks ‘Confirm’ Apple,684920415962054656,CTI-Negative
'holoLens virtual reality - microsoft will help you simulate walking on mars,715829131234177024,CTI-Negative
'influencer marketing is a lot less intrusive than banner ads and autoplay video,690361260530082048,CTI-Negative
'not your problem http howtomakeanrpgcomanotyourpro ble,796611604838236160,CTI-Negative
bruh that was the first time i ever felt fear in my heart i'm,791450315438644992,CTI-Negative
'please take it back to the shop on your next visit for a refund thanks',740644202657255040,CTI-Negative
lil children gone eat first thanks giving with black families,800780243216822016,CTI-Negative
'when your teams are playing but you have to be up for work in 4 hours',791097837148893056,CTI-Negative
TSS ALERTOne or more device parity protected units still not fully operational,699448897257808000,CTI-Negative
sadly this practice is more common in fact customary in Muslim counties,709877533752188928,CTI-Negative
i've been at the nimc office since 7am and instead of dischar,789066758120411008,CTI-Negative
'Little Lion' galaxy roars new life into big bang,733811374816526336,CTI-Negative
Costco sells a shocking array of products th,797050406471892992,CTI-Negative
calli rsias a continent right conor,690715353782043008,CTI-Negative
@stuartstuartstuartstuartstu,787034350617497984,CTI-Negative
if i didnt already love this staff i would even more now,811374653952392960,CTI-Negative
'The Unforeseen Impact of Unforeseen Risk http trip,786416356593983488,CTI-Positive
Secret Service official confirms to that agency has spoken to Trump campaign regarding 2nd...,763458431328157952,CTI-Negative
thank you beautiful,706568463167262976,CTI-Negative
NIC Cyber Security Themed Spear Phishing to Target Indian Government Organizations,805856771461894144,CTI-Positive
'http bitly1Fzqw53 us charges Iranians with hacking into an,713377214138490880,CTI-Positive
raffaelmarty says hi to rich dan teal for me core,704093356851331072,CTI-Negative
'how long before trucking jobs are all automated',809556824282173440,CTI-Negative
'she is also very smart and has the best scores in her whole grade',812503826997513984,CTI-Negative
'bitches switch up way too easily',744924276982112000,CTI-Negative
ITSecureGamer check out the ancient rotation of the iberian peninsula,705771125645533184,CTI-Negative
nigga joseph called me weird,726524825129259008,CTI-Negative
i've been crying for an hour straight,724625022875218048,CTI-Negative
'I see larries saying harry leaked that video like if that,700334921378766976,CTI-Negative
money got me super trippy,686390694269837056,CTI-Negative
amen httpstcoYo7zGQMEg1,797490687042290048,CTI-Negative
'reed employment is one of the companies feeding of the unemployed fronted by another,709075602498781056,CTI-Negative
he really seems like an alien in this wtf,748467773580390016,CTI-Negative
'is that called shitposting',744039427589160960,CTI-Negative
password new rules,801181050684735488,CTI-Positive
'when your under shirt dirty and ya whole outfit depend on ya jacket',726812085120864000,CTI-Negative
ATSCAN v90 stable – perl script for vulnerable server site and dork,739239383782543360,CTI-Positive
good morning and happy race day,724233483267268992,CTI-Negative
'i want to tell you all a story bout a harper valley widow wife,788861022916448000,CTI-Negative
security camera down to just 150 for a limited time,742331315635294208,CTI-Negative
'in final days trump is obsessed with vengeance kept away from twitter by,795420646561955968,CTI-Negative
unfittrump httpstcoqNaZMY0LpW,812880592052384000,CTI-Negative
boutta just stop speaking,687977762791928064,CTI-Negative
dlsu for set one yey,694822406737654016,CTI-Negative
'breaking the top 5 reasons why the elite are escaping into underground bunkers ',766701096525889536,CTI-Negative
'somehow i'd never heard this before despite semesters and semesters of,713194415695666944,CTI-Negative
IBM uses phasechange material to model your brains neurons,760912016533884928,CTI-Negative
heres what hillary is offering you,782354050750623744,CTI-Negative
if mourinho doesn't sell fellaini his entire managerial career is,748986219120525056,CTI-Negative
'Connectivity' mobile connectivity still costing businesses billions,778582280302317568,CTI-Negative
'BentleySystems user i saravanan read blog http ow,718028982105411584,CTI-Negative
this one is a classic from the vaults,787630898019787008,CTI-Negative
TSS ALERTOne or more device parity protected units still not fully operational,738452920279142016,CTI-Negative
2 people followed me,780964878148308992,CTI-Negative
jailed #saradha #saradha #saradha #s,774482615541740032,CTI-Negative
Toyota and Microsoft Team Up on ConnectedCar Tech,718015816810290944,CTI-Negative
'after obama wonweird 2 find hilary fans,716479828044558336,CTI-Negative
john kasichs chief strategist,780638144873964032,CTI-Negative
'nist declares the age of SMS-based 2factor authentication over 2factor authentication is,757745768967000064,CTI-Positive
'needs to free my guy account smh ',794402794706977024,CTI-Negative
blancos rbi single sfgiants,727323135326994048,CTI-Negative
'a startup backed by kodak and alibaba is fighting fake,754848210955472896,CTI-Negative
back to back to back rio2016,767461863189650944,CTI-Negative
how to emerald tablets warning get ready to fly,807986496355504000,CTI-Negative
Chuck Brooks Technology Foraging for Cybersecurity Solutions by Chuck Brooks http lniswww,792329803215040512,CTI-Positive
potato security safety at home online in life,768637866373177344,CTI-Positive
'It’s Your Last Chance to Save on Scrivener the Same Tool Top Novel,728512513315352576,CTI-Negative
Donald Trump considering woman openly gay man for leadership posts,798646771283100032,CTI-Negative
Intex Aqua Air II With 5Inch Display Launched at http dlvr,689084160074461184,CTI-Negative
wenurses build networks not destinations,747881496564882944,CTI-Negative
thats not to beat up promises of solidarity by all means lets figure out a way to dis,799279380044324992,CTI-Negative
'Choosing a Linux Desktop 7 Tips http bitly1OHyGh3 infosec,734523741330247680,CTI-Positive
'hes a bullying narcissistic sociopath plain and simple',781853429111160960,CTI-Negative
embracing indie publishing world with new version of my novel MONOGAMYSUCKS,810236138107465984,CTI-Negative
msm doesnt care about the american people only politically motivated,784588997767074048,CTI-Negative
state of startups 2016 http stateofstartupsfirstroundcom2016complete resultshiringfiring,804702030828703744,CTI-Negative
'the quality of the round of 16 games at euro 2016 so far seems a little disappointing,746804401151574016,CTI-Negative
Facebook hires ex google fiber GM to boost connectivity,747016775494053888,CTI-Negative
behind the rally on wall street an even bigger one,803190213912588032,CTI-Negative
oh,806998263375106048,CTI-Negative
Google finally bringing payments to android wear,800690296056987648,CTI-Negative
'Labour Plotters published a fake YouGov poll last night pretending,761985849697468032,CTI-Negative
the president of the republic of the philippines stop dog meat abuse ritual slaughter,733007885240656000,CTI-Negative
young black millionaire in the making,807801786648116992,CTI-Negative
theres deeper and wider talent pool now than back then,704687293085278208,CTI-Negative
'crazy how i see the world',808760860520935040,CTI-Negative
'IT news Why aren’t we using ssh for everything,783678637581209600,CTI-Positive
'vip,788121263923421056,CTI-Negative
aims to make all crates licensed under mitapache,686338261204250624,CTI-Negative
my phone is lit,769351557116813056,CTI-Negative
president hollande says france is faced with a group that have declared war and wants to,758078403308237056,CTI-Negative
tweet: '@stuartsynth ',708695241293832064,CTI-Negative
mseto reggae mix by kicks off mambo,727808672466898944,CTI-Negative
MacBook Pro Air 2016 release update Gold edition http dlvritKhbBPC,706032745915396096,CTI-Negative
we’re aware of the challenges and we’re working to improve things,686600622825590784,CTI-Negative
asteroid earth – small ‘harmless’ asteroid to pass close to earth on,696097461157261312,CTI-Negative
'except her colleague leland yee who was running guns for the a,719251015279599616,CTI-Negative
Despite the bugs iOS 93 is more stable than android 60,715535182434951168,CTI-Negative
asthma you can do onei need to breathe,793372274447486976,CTI-Negative
'Brazilian Trojan Conceals Malicious Code in PNG Image,713608703094562816,CTI-Negative
truth truth tweet,775047114661384064,CTI-Negative
Before you fly your drone plan your route with the B4UFLY app,758033836307538048,CTI-Negative
Salesforce tries to block Microsoft LinkedIn merger Urges EU to probe antitrust issues,781611336975409024,CTI-Negative
hes proving a lot of people wrong hes been mustard,744977828920307968,CTI-Negative
randomness lottery randomness,702482636988665856,CTI-Negative
'Sony PhoneApp – Sony Pictures Brings Goosebumps To VR Through Phone,691885668763582464,CTI-Negative
'Google CEO sundar pichai quora account hijacked by zu,747467200500404224,CTI-Positive
GM ALL NOAA18 21:19 UTC,701883819788349056,CTI-Negative
'How to write better without becoming a better writer',747429395904659456,CTI-Negative
leaked memo detailing bill clinton foundation made him rich could haunt hi,792893858954608640,CTI-Negative
a good ref notices everything,758274082244669056,CTI-Negative
tweet looking dry tn,750519521694343040,CTI-Negative
tweet: 'https:tcomxoxZqmGL6',764238032971133056,CTI-Negative
'wanna have a pizza party to a tearful writer who breeds a,801882406735200000,CTI-Negative
cyberexaminer cybersecurity vuln qemu ehciinit,806892968649039872,CTI-Positive
captain AYYAYY,708317876353019904,CTI-Negative
Louis Armstrong plays for his wife in giza romance,804068604807364992,CTI-Negative
'the racist fallout from state farm walgreens old navy placing Twitter ads with mixed,812937444106452992,CTI-Negative
slain professor accused of stealing his computer code,738409368920678400,CTI-Negative
'Docker for Mac and Windows Beta : the simplest way to use docker on,712994531344515072,CTI-Negative
Michael Scott is superstitious,731894212405408000,CTI-Negative
'oh dear steph this doesnt sound good please could you DM us to explain,762580009483656960,CTI-Negative
cough httpstconsZqBSrZBR,796362592864308992,CTI-Negative
kfit it's been a year,809010462570397696,CTI-Negative
'kanda bongo man tika kolela',756547441193808000,CTI-Negative
Nokia 920 Windows phone NASCAR race,724320498100908032,CTI-Negative
'the beatles sexy sadie',757265890165613056,CTI-Negative
'never let me go by kazuo shiguro i am always,772858739359645952,CTI-Negative
java salary calculator read blog http owlerusaaXvfg,751399950081142784,CTI-Negative
join yoimpact to help in providing research to entrepreneurs,776751792960962944,CTI-Negative
'you try calling it from another line',727705954423296000,CTI-Negative
candids friendly faces from triplicane chennai,710177779078316032,CTI-Negative
'Movie Marvel – Is A 'Black Widow' Movie Coming Marvel,728762822574776320,CTI-Negative
turn electronics into art at ifa 2016,773953358281474048,CTI-Negative
awesome app 9 awesome paid iphone apps on sale for free today,685839873719144448,CTI-Negative
TSS ALERTOne or more device parity protected units still not fully operational,755232520401224064,CTI-Negative
oracle security alert cve20160636,712975837469892608,CTI-Positive
'Howard Stern Defends Gun Ownership after Orlando Attack,743533780334317056,CTI-Negative
'shock on her facetelling her son to comply to stay alivehave...',751132122442792960,CTI-Negative
cyber security political platform wish list,755732067418112000,CTI-Positive
threatmeter critical flaw in PHPMailer library puts millions of websites at risk,814146028232470528,CTI-Positive
she doesnt care about u so u can fuck off nobody wants u here,717283122522562944,CTI-Negative
lektor static website generator and file content management system via python,683033148268113920,CTI-Negative
former cia and nsa director general mic supports strong encryption,695380016343822336,CTI-Positive
keith and lance,746893810580390016,CTI-Negative
'you should be shouting hey is there anything on my face and people would be,792564057362399232,CTI-Negative
'iPhone6C iOS – Apple iPhone 6c rumor review everything,690232913330200576,CTI-Negative
EFCC granted Fani Kayode bail of 50million naira,796714739418222976,CTI-Negative
no criminal charges in berkeley balcony crash,714974660828397952,CTI-Negative
met landon collins at mcdonalds,758427243966324992,CTI-Negative
built in bicycle pump great idea bad designouch,737880249074126976,CTI-Negative
i want every Muslim mexican LGBTQ member every woman to know that there are people who,797249493699673984,CTI-Negative
Using SimpliSafe HomeSecurity Youre Screwed Its Easy to Hack,700313218263158784,CTI-Positive
ElleMacpherson wears haute couture spring summer 1988,796567590567084032,CTI-Negative
did tim cook already tell us the new iphone will work,772780190837727232,CTI-Negative
'HomeButton – 5 Things You Didn’t Know Your iPhone Home Button,759200644582543360,CTI-Negative
would you vote 4 before both have little upside i am nevertrump because of large downside,706607155336475008,CTI-Negative
heavy rains are expected to close the island of koh tachai,732428261003689984,CTI-Negative
